number,score,loss,transmission,cooling_factor,eps6d_in,eps6d_out,n_in,n_out,ok,wall_seconds,p_BLS,p_Grad,p_Grad0,p_delf,p_pitchFactor,p_dtRF,p_wedgeScale
73,3.6442993084974473,-3.6442993084974473,0.3111888111888112,122.93487573478338,69192.30783076133,562.8370909166174,286,89,1,80.3862853050232,23.861862493790007,22.02681154250749,24.831381069017013,0.059328016123813776,1.0344651681709274,0.1710408101694017,1.5255887023097332
74,4.622328169142495,-4.622328169142495,0.2992957746478873,339.8998960284516,52851.706642132915,155.49197648977486,284,85,1,87.65722155570984,23.38825736764657,19.057602272723663,24.842571823722505,0.057437691386665185,0.5501380911679034,-0.03632692729105025,1.2516064109478686
75,4.350198969936698,-4.350198969936698,0.32068965517241377,241.64758386799753,57281.91726094562,237.0473411902039,290,93,1,88.03176212310791,23.867747408531297,20.45820824125407,23.23648908423165,0.04969262373720494,0.5126266139521758,0.073750105254792,1.5878289855333005
76,3.0473957446648,-3.0473957446648,0.2264808362369338,92.98988190637165,66704.44233274407,717.3301112470119,287,65,1,73.11543488502502,23.652361676982025,19.57892828920946,24.313235168046308,0.053722699344623925,0.5364303944029435,0.2519762991900949,1.3562915833486642
77,3.852738207115079,-3.852738207115079,0.4160839160839161,113.25099212647001,40563.83333539685,358.1764059964991,286,119,1,99.09200167655945,23.59078841705881,21.61816690909307,24.040123195701533,0.04793671780629159,0.7044377519931615,-0.07396268834011219,1.5591392400518462
78,4.015992728474563,-4.015992728474563,0.36551724137931035,151.7803723725378,39277.01670944559,258.77533501526796,290,106,1,95.8460021018982,23.97372488739058,20.33475166768407,25.16008207768262,0.04843050166811514,0.5724577306302356,-0.17893396131350853,1.4034023011775256
79,4.057601247293381,-4.057601247293381,0.34375,168.2484704074886,36586.52767751886,217.4553360806686,288,99,1,94.59832453727722,23.68089629315285,21.101535181710023,23.70898585778643,0.05637769067254916,0.5907071875641494,-0.28905240181963976,1.5390108987297237
80,4.270395521143382,-4.270395521143382,0.5224913494809689,136.9399313585647,20458.974090709824,149.4010832905989,289,151,1,110.77823424339294,23.552250121345715,20.20274002608405,22.97540821991407,0.011379668329499729,0.9608570365406126,-0.06509823989584163,1.1771541379495198
81,3.3801997635299683,-3.3801997635299683,0.30689655172413793,95.72163239773735,29448.339478399575,307.6456046637131,290,89,1,89.80023145675659,23.292699764480616,18.559673300811333,23.799064229678464,0.03495783029255025,0.5947399027559666,-0.0655767034658277,1.4885593359770273
82,3.7627212042946803,-3.7627212042946803,0.2689655172413793,160.11515907895247,70877.05253055338,442.6629741884967,290,78,1,77.85730504989624,23.82156582167669,20.6312215357639,23.92310053525372,0.053090684014112544,0.8155669138106616,0.25456220461202855,1.0088151577037305
83,4.178587580998568,-4.178587580998568,0.3576388888888889,182.51257466171697,38618.50647165404,211.59367535761623,288,103,1,92.82036018371582,23.82582961405751,20.126989637605625,21.299231571293777,0.02805753374971612,0.6573462098810561,0.13931778329716804,1.5450663643416116
84,3.668733355604286,-3.668733355604286,0.2534722222222222,154.66080971077736,56611.90290477903,366.0390955578587,288,73,1,79.99326825141907,23.619794412229382,19.185744614281468,20.346703737327736,0.049345697906652726,0.6639859555020765,0.15612350604554592,1.508058538161873
